brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
vw, California,2019,Automatic,6739,Diesel,260.0,33.2,2.0,57991
merc, SLK,2004,Manual,51566,Petrol,325.0,30.7,2.0,4990
ford, Grand Tourneo Connect,2017,Manual,39494,Diesel,30.0,64.2,1.5,13200
vauxhall, Antara,2014,Semi-Auto,62308,Diesel,330.0,33.2,2.2,6580
vauxhall, Vivaro,2016,Manual,29652,Diesel,160.0,50.4,1.6,12995
ford, Puma,2020,Manual,4998,Petrol,145.0,50.4,1.0,20491
audi, RS4,2018,Automatic,23996,Petrol,145.0,32.1,2.9,49950
ford, Galaxy,2019,Semi-Auto,9513,Diesel,145.0,46.3,2.0,27700
merc, S Class,2018,Semi-Auto,2286,Petrol,145.0,40.9,3.0,56000
vw, Scirocco,2016,Semi-Auto,13200,Diesel,30.0,62.8,2.0,15499
ford, Edge,2017,Semi-Auto,15349,Diesel,200.0,47.9,2.0,22099
skoda, Scala,2020,Semi-Auto,100,Petrol,145.0,45.6,1.5,18545
toyota, GT86,2018,Manual,31231,Petrol,150.0,36.2,2.0,18490
merc, X-CLASS,2018,Automatic,7820,Diesel,260.0,31.4,3.0,37495
bmw, M3,2015,Semi-Auto,37249,Petrol,300.0,34.0,3.0,34269
ford, KA,2016,Manual,17081,Petrol,30.0,57.7,1.2,5990
ford, Grand C-MAX,2018,Manual,32038,Diesel,145.0,64.2,1.5,11176
merc, CLA Class,2020,Automatic,1000,Petrol,145.0,44.8,1.3,29998
merc, CLS Class,2016,Semi-Auto,23629,Diesel,145.0,56.5,2.1,20699
ford, KA,2012,Manual,47000,Petrol,30.0,57.7,1.2,4290
audi, A7,2017,Semi-Auto,38519,Diesel,145.0,52.3,3.0,24500
bmw, 6 Series,2017,Automatic,31328,Diesel,145.0,51.4,3.0,26500
vw, Jetta,2014,Manual,1,Diesel,20.0,67.3,1.6,7985
ford, KA,2015,Manual,43544,Petrol,30.0,57.7,1.2,4775
skoda, Kamiq,2019,Manual,1000,Petrol,145.0,47.9,1.0,17150
merc, V Class,2017,Automatic,33000,Diesel,145.0,44.6,2.1,29950
ford, Grand C-MAX,2016,Automatic,27571,Diesel,30.0,58.9,1.5,11390
ford, Galaxy,2012,Manual,39653,Petrol,235.0,39.2,1.6,8773
skoda, Scala,2019,Automatic,2356,Petrol,145.0,45.6,1.5,16000
bmw, X4,2019,Automatic,123,Petrol,145.0,26.9,3.0,47480
hyundi, IX20,2017,Manual,30458,Petrol,150.0,50.4,1.4,8690
merc, CLS Class,2017,Semi-Auto,26747,Diesel,145.0,51.4,3.0,23980
vw, Caravelle,2011,Automatic,45000,Diesel,325.0,34.4,2.0,22995
vw, CC,2017,Semi-Auto,17955,Diesel,125.0,58.9,2.0,15490
merc, GL Class,2016,Automatic,54761,Diesel,125.0,56.6,2.1,15750
skoda, Scala,2019,Semi-Auto,3500,Petrol,145.0,45.6,1.5,18500
bmw, X4,2019,Automatic,2380,Petrol,145.0,26.9,3.0,43500
merc, SLK,2004,Automatic,62744,Petrol,325.0,30.7,2.0,4990
merc, S Class,2010,Automatic,38000,Petrol,570.0,19.5,6.2,26990
hyundi, Santa Fe,2017,Manual,30956,Diesel,200.0,47.1,2.2,17995
toyota, Prius,2019,Automatic,722,Hybrid,140.0,64.2,1.8,23998
ford, Galaxy,2019,Manual,2000,Diesel,145.0,55.4,2.0,22950
vauxhall, Combo Life,2019,Manual,8001,Diesel,150.0,53.3,1.5,14998
vw, Arteon,2019,Semi-Auto,25,Diesel,145.0,50.4,2.0,26998
vw, Beetle,2016,Manual,65318,Diesel,20.0,65.7,2.0,8690
ford, KA,2013,Manual,35708,Petrol,30.0,57.7,1.2,3895
audi, S4,2018,Automatic,29000,Petrol,150.0,35.8,3.0,29995
merc, S Class,2015,Automatic,76000,Diesel,200.0,48.7,3.0,22250
merc, S Class,2001,Automatic,108800,Diesel,325.0,31.7,3.2,1695
bmw, X4,2017,Automatic,41543,Diesel,150.0,54.3,2.0,22670
vauxhall, Combo Life,2019,Manual,10048,Diesel,145.0,53.3,1.5,13798
bmw, X4,2019,Semi-Auto,6170,Diesel,145.0,40.9,3.0,39263
audi, A8,2018,Automatic,4284,Petrol,145.0,37.7,3.0,38500
vw, Shuttle,2019,Semi-Auto,8605,Diesel,150.0,32.8,2.0,29730
audi, Q8,2019,Automatic,1000,Diesel,145.0,32.8,3.0,67990
merc, SLK,2016,Semi-Auto,29726,Diesel,30.0,70.6,2.0,17480
vw, Caddy Maxi Life,2019,Semi-Auto,3818,Diesel,145.0,46.3,2.0,19999
hyundi, I40,2019,Manual,30,Diesel,145.0,54.3,1.6,16000
bmw, X4,2019,Semi-Auto,10910,Diesel,150.0,42.8,2.0,42450
audi, S3,2016,Semi-Auto,42000,Petrol,160.0,43.5,2.0,20950
skoda, Scala,2019,Manual,2900,Petrol,145.0,49.6,1.0,14995
hyundi, IX20,2016,Automatic,3000,Petrol,160.0,43.5,1.6,9995
hyundi, IX20,2017,Automatic,27185,Petrol,160.0,43.5,1.6,9690
ford, KA,2014,Manual,24962,Petrol,30.0,57.7,1.2,5399
ford, Edge,2018,Automatic,8633,Diesel,145.0,47.9,2.0,26995
hyundi, IX35,2013,Manual,26454,Diesel,145.0,48.7,1.7,8199
audi, SQ5,2017,Automatic,24575,Petrol,145.0,34.0,3.0,38950
skoda, Kamiq,2020,Manual,1000,Petrol,145.0,49.6,1.0,17495
vw, Caravelle,2019,Semi-Auto,2544,Diesel,145.0,32.8,2.0,42900
vw, Tiguan Allspace,2019,Automatic,4635,Diesel,145.0,38.7,2.0,27989
merc, V Class,2018,Manual,26276,Diesel,145.0,46.3,2.1,19498
vauxhall, GTC,2015,Manual,49523,Diesel,125.0,60.1,2.0,7627
ford, Grand Tourneo Connect,2017,Manual,9000,Diesel,145.0,64.2,1.5,24500
vw, Beetle,2016,Manual,14382,Petrol,165.0,43.5,2.0,14980
vauxhall, Antara,2015,Manual,65000,Diesel,240.0,44.1,2.2,7000
hyundi, Getz,2007,Manual,57000,Petrol,125.0,51.4,1.1,1995
ford, Edge,2017,Manual,9975,Diesel,145.0,48.7,2.0,21333
ford, Edge,2018,Automatic,11007,Diesel,145.0,37.2,2.0,32000
ford, Edge,2017,Manual,65853,Diesel,160.0,48.7,2.0,16999
hyundi, IX35,2011,Manual,75617,Diesel,145.0,48.7,1.7,5490
vw, Scirocco,2016,Manual,35692,Diesel,20.0,55.4,2.0,12990
vw, Amarok,2018,Automatic,35000,Diesel,260.0,36.2,3.0,23500
ford, Edge,2017,Manual,22017,Diesel,160.0,48.7,2.0,18999
hyundi, I40,2019,Manual,30,Diesel,145.0,54.3,1.6,16000
toyota, Hilux,2018,Manual,26411,Diesel,265.0,40.4,2.4,18498
vw, Tiguan Allspace,2020,Manual,752,Diesel,145.0,46.3,2.0,26950
vw, Caravelle,2019,Automatic,9200,Diesel,150.0,32.8,2.0,38500
merc, CLS Class,2019,Semi-Auto,7038,Diesel,145.0,47.9,2.9,42999
vauxhall, Combo Life,2019,Manual,9726,Diesel,145.0,53.3,1.5,13798
vw, Scirocco,2015,Manual,50000,Petrol,300.0,34.9,2.0,14990
vw, Arteon,2019,Semi-Auto,5807,Diesel,145.0,44.1,2.0,24990
audi, A7,2016,Automatic,40674,Diesel,125.0,61.4,3.0,20200
merc, CLS Class,2019,Semi-Auto,3354,Diesel,145.0,48.7,2.9,38500
merc, V Class,2019,Automatic,18603,Diesel,145.0,48.7,2.1,20750
hyundi, I800,2019,Manual,21457,Diesel,145.0,31.7,2.5,16199
skoda, Yeti,2014,Manual,72500,Diesel,150.0,55.4,2.0,6990
skoda, Rapid,2016,Semi-Auto,49000,Petrol,30.0,58.9,1.4,7790
ford, KA,2010,Manual,38000,Petrol,30.0,55.4,1.2,2999
merc, GL Class,2007,Automatic,104000,Diesel,570.0,28.8,3.0,7340
bmw, M4,2019,Semi-Auto,1921,Petrol,145.0,32.5,3.0,46000
skoda, Kamiq,2020,Semi-Auto,2500,Petrol,145.0,43.5,1.5,21750
audi, A7,2014,Automatic,61140,Diesel,200.0,47.9,3.0,14086
vw, Amarok,2016,Automatic,41978,Diesel,260.0,35.3,2.0,16500
ford, Galaxy,2008,Manual,174000,Diesel,220.0,44.8,1.8,3995
toyota, Prius,2016,Automatic,37000,Hybrid,0.0,85.6,1.8,20000
toyota, Camry,2019,Automatic,3000,Hybrid,135.0,52.3,2.5,26990
ford, Galaxy,2018,Manual,34350,Diesel,145.0,56.5,2.0,17979
bmw, X4,2016,Semi-Auto,50944,Diesel,205.0,47.9,3.0,21950
vw, Scirocco,2015,Manual,25751,Petrol,125.0,52.3,1.4,12991
vauxhall, Combo Life,2019,Manual,2048,Diesel,145.0,53.3,1.5,19995
bmw, 6 Series,2017,Automatic,26000,Diesel,145.0,49.6,3.0,24622
ford, Tourneo Custom,2018,Manual,14292,Diesel,145.0,32.5,2.0,20000
bmw, M4,2016,Automatic,4550,Petrol,300.0,33.2,3.0,76990
vw, Scirocco,2016,Automatic,28902,Diesel,125.0,53.3,2.0,13800
audi, A8,2018,Automatic,2490,Petrol,145.0,37.7,3.0,38990
hyundi, IX20,2017,Manual,9760,Diesel,150.0,64.2,1.6,8690
vauxhall, Antara,2013,Manual,53469,Diesel,240.0,44.1,2.2,6999
ford, KA,2012,Manual,57500,Petrol,30.0,57.7,1.2,4500
ford, Tourneo Custom,2018,Manual,2500,Diesel,145.0,32.5,2.0,19995
merc, CLS Class,2019,Semi-Auto,5053,Diesel,145.0,48.7,2.9,40532
merc, X-CLASS,2018,Automatic,11366,Diesel,265.0,31.4,3.0,33991
merc, CLS Class,2011,Automatic,88559,Diesel,200.0,46.3,3.0,11995
vauxhall, Combo Life,2019,Manual,8707,Diesel,145.0,53.3,1.5,15393
skoda, Rapid,2018,Manual,15258,Petrol,145.0,61.4,1.0,10895
toyota, Verso,2017,Manual,31756,Diesel,145.0,62.8,1.6,11498
ford, Mustang,2017,Automatic,12000,Petrol,145.0,20.8,5.0,32990
audi, A7,2014,Automatic,69743,Diesel,200.0,47.9,3.0,14840
merc, CLK,2003,Automatic,185000,Petrol,330.0,17.8,4.3,3495
vw, Caravelle,2020,Semi-Auto,1500,Diesel,150.0,33.6,2.0,45990
hyundi, Santa Fe,2017,Manual,26306,Diesel,205.0,47.1,2.2,19500
vw, Scirocco,2016,Manual,32628,Diesel,20.0,55.4,2.0,15000
hyundi, IX35,2014,Manual,59247,Diesel,145.0,53.3,1.7,7777
skoda, Kamiq,2019,Semi-Auto,1000,Petrol,145.0,43.5,1.5,23999
ford, Edge,2017,Semi-Auto,43745,Diesel,200.0,47.9,2.0,19303
hyundi, Santa Fe,2019,Automatic,20,Diesel,145.0,39.8,2.2,32489
audi, Q8,2020,Semi-Auto,1500,Diesel,145.0,32.8,3.0,61795
vw, Arteon,2017,Automatic,32387,Petrol,150.0,38.7,2.0,21469
bmw, X6,2019,Automatic,15,Diesel,145.0,34.9,3.0,58900
skoda, Kamiq,2019,Semi-Auto,10,Petrol,145.0,44.1,1.5,20390
ford, Edge,2017,Manual,24151,Diesel,145.0,48.7,2.0,20499
audi, RS3,2016,Semi-Auto,26930,Petrol,300.0,34.9,2.5,29350
hyundi, Santa Fe,2019,Semi-Auto,2251,Diesel,145.0,40.9,2.2,31680
bmw, 6 Series,2020,Semi-Auto,5,Petrol,145.0,42.8,2.0,34490
skoda, Scala,2019,Semi-Auto,6000,Petrol,145.0,45.6,1.5,16990
bmw, M4,2019,Semi-Auto,3452,Petrol,150.0,34.0,3.0,53995
toyota, Avensis,2015,Manual,11653,Diesel,30.0,62.8,2.0,10399
merc, X-CLASS,2019,Automatic,22000,Diesel,260.0,31.4,3.0,40990
vauxhall, Agila,2013,Automatic,31090,Petrol,145.0,49.6,1.2,5990
merc, S Class,2019,Automatic,2772,Diesel,145.0,52.3,3.0,48750
merc, S Class,2019,Semi-Auto,6675,Diesel,145.0,48.7,3.0,60849
merc, S Class,2016,Automatic,27000,Diesel,160.0,50.4,3.0,30000
audi, A7,2011,Automatic,64675,Diesel,145.0,55.4,3.0,12999
audi, Q8,2019,Automatic,6000,Diesel,145.0,32.8,3.0,61990
merc, CLS Class,2016,Semi-Auto,35474,Diesel,165.0,51.4,3.0,21498
merc, CLS Class,2018,Automatic,3942,Diesel,145.0,48.7,2.9,32950
hyundi, IX20,2015,Manual,29000,Petrol,125.0,50.4,1.4,7495
hyundi, IX20,2017,Manual,12704,Petrol,145.0,50.4,1.4,9795
vauxhall, Combo Life,2019,Manual,6000,Diesel,145.0,53.3,1.5,20890
vauxhall, Zafira Tourer,2016,Manual,51300,Petrol,205.0,42.2,1.4,8999
vauxhall, GTC,2016,Manual,26397,Petrol,165.0,47.1,1.4,9480
bmw, M5,2015,Semi-Auto,42932,Petrol,555.0,28.5,4.4,24310
audi, A7,2015,Semi-Auto,13815,Petrol,260.0,37.2,3.0,25990
bmw, i3,2017,Automatic,32867,Other,0.0,470.8,0.6,19300
skoda, Yeti,2015,Manual,38900,Diesel,200.0,48.7,2.0,10000
toyota, Prius,2017,Automatic,3440,Hybrid,135.0,94.1,1.8,20995
toyota, IQ,2011,Automatic,30000,Petrol,20.0,58.9,1.0,5500
bmw, 6 Series,2018,Semi-Auto,10250,Diesel,145.0,49.6,3.0,28990
merc, S Class,2016,Semi-Auto,31210,Diesel,200.0,47.9,3.0,28980
merc, S Class,2018,Automatic,25000,Diesel,150.0,52.3,2.9,39990
bmw, M4,2015,Semi-Auto,35000,Petrol,330.0,32.5,3.0,28995
bmw, 7 Series,2016,Semi-Auto,15143,Diesel,160.0,52.3,3.0,33995
ford, Mustang,2018,Automatic,5000,Petrol,145.0,23.5,5.0,32000
ford, Edge,2018,Semi-Auto,19364,Diesel,145.0,47.9,2.0,25498
merc, CLA Class,2016,Automatic,28916,Diesel,20.0,67.3,2.1,20248
ford, KA,2014,Manual,31423,Petrol,30.0,57.7,1.2,4490
bmw, X6,2017,Semi-Auto,19924,Petrol,145.0,25.4,4.4,48482
skoda, Rapid,2017,Semi-Auto,33558,Petrol,150.0,58.9,1.4,8495
toyota, Land Cruiser,2004,Automatic,143000,Diesel,325.0,27.2,3.0,6450
bmw, Z3,1997,Manual,49000,Petrol,270.0,35.3,1.9,3950
bmw, X4,2016,Automatic,25465,Diesel,200.0,47.9,3.0,24000
vw, Scirocco,2014,Semi-Auto,33705,Diesel,145.0,50.4,2.0,12699
vw, Beetle,2017,Manual,30446,Petrol,145.0,53.3,1.2,12240
vw, Beetle,2014,Manual,29699,Diesel,125.0,57.6,2.0,7999
bmw, 6 Series,2005,Automatic,84000,Petrol,305.0,24.6,4.4,4995
merc, SLK,2008,Automatic,58000,Petrol,330.0,29.7,3.0,7495
ford, KA,2016,Manual,22280,Petrol,30.0,57.7,1.2,5495
toyota, Prius,2018,Automatic,43078,Hybrid,135.0,94.1,1.8,18990
hyundi, I800,2019,Manual,2269,Diesel,145.0,31.7,2.5,22998
vw, Caravelle,2020,Automatic,5000,Diesel,145.0,34.0,2.0,50388
hyundi, Santa Fe,2019,Semi-Auto,25,Diesel,145.0,39.8,2.2,35495
vauxhall, Zafira Tourer,2016,Manual,32363,Petrol,200.0,42.2,1.4,9999
audi, A7,2013,Automatic,63000,Diesel,200.0,47.9,3.0,14990
skoda, Rapid,2017,Manual,22199,Petrol,30.0,57.7,1.2,10800
vw, Arteon,2020,Semi-Auto,115,Petrol,145.0,47.1,2.0,28990
ford, Galaxy,2017,Manual,28492,Diesel,145.0,56.5,2.0,19289
hyundi, Santa Fe,2016,Automatic,42812,Diesel,235.0,42.2,2.2,15995
skoda, Yeti,2013,Manual,59006,Diesel,205.0,47.1,2.0,8000
toyota, GT86,2016,Manual,19987,Petrol,260.0,36.2,2.0,13999
toyota, Supra,2019,Semi-Auto,1000,Petrol,145.0,34.5,3.0,49991
vw, CC,2017,Automatic,27000,Diesel,125.0,58.9,2.0,14000
merc, CLS Class,2014,Semi-Auto,42980,Diesel,145.0,54.3,2.1,16990
bmw, X4,2018,Semi-Auto,10920,Diesel,150.0,42.8,2.0,32000
vauxhall, Combo Life,2019,Automatic,826,Diesel,145.0,50.4,1.5,16130
bmw, 7 Series,2016,Semi-Auto,21224,Petrol,300.0,35.3,4.4,32990
merc, X-CLASS,2019,Automatic,12402,Diesel,260.0,35.8,2.3,24895
ford, Edge,2019,Semi-Auto,16192,Diesel,145.0,37.2,2.0,29999
bmw, X7,2020,Semi-Auto,4000,Diesel,145.0,33.6,3.0,64999
hyundi, IX35,2014,Manual,70352,Diesel,150.0,53.3,1.7,7599
merc, S Class,1999,Automatic,34000,Petrol,145.0,24.6,3.2,5995
vw, Arteon,2017,Semi-Auto,18392,Diesel,150.0,62.8,2.0,20431
vw, Arteon,2019,Manual,10,Diesel,145.0,52.3,2.0,27498
merc, CLA Class,2017,Automatic,20182,Diesel,150.0,67.3,2.1,16850
audi, A8,2019,Automatic,755,Diesel,145.0,39.2,3.0,47990
skoda, Kamiq,2020,Semi-Auto,2000,Diesel,145.0,52.3,1.6,21495
hyundi, IX20,2016,Manual,25969,Petrol,125.0,50.4,1.4,7970
hyundi, Santa Fe,2019,Automatic,1173,Diesel,145.0,39.2,2.2,33900
ford, KA,2015,Manual,36742,Petrol,30.0,57.7,1.2,5295
hyundi, Santa Fe,2019,Semi-Auto,2390,Diesel,145.0,39.2,2.2,32980
hyundi, Santa Fe,2017,Manual,28366,Diesel,150.0,47.1,2.2,17400
ford, Grand C-MAX,2016,Semi-Auto,37799,Diesel,30.0,58.9,1.5,9491
vw, Caravelle,2019,Semi-Auto,6565,Diesel,145.0,33.6,2.0,39995
ford, Edge,2017,Manual,62124,Diesel,160.0,48.7,2.0,15700
ford, Tourneo Connect,2015,Manual,88927,Diesel,30.0,64.2,1.5,9998
merc, M Class,2012,Automatic,54632,Diesel,200.0,44.8,2.1,15299
ford, Grand C-MAX,2017,Manual,14369,Diesel,150.0,64.2,1.5,12950
hyundi, IX20,2016,Manual,2542,Petrol,125.0,50.4,1.4,8495
ford, Grand C-MAX,2017,Manual,31399,Diesel,30.0,64.2,1.5,10998
ford, Grand C-MAX,2017,Manual,22235,Diesel,30.0,64.2,1.5,11000
hyundi, I800,2019,Automatic,804,Diesel,145.0,31.7,2.5,20000
ford, Edge,2017,Semi-Auto,14143,Diesel,150.0,47.9,2.0,22000
vw, Shuttle,2019,Semi-Auto,11542,Diesel,150.0,32.8,2.0,26990
audi, RS6,2017,Semi-Auto,34926,Petrol,325.0,29.4,4.0,57995
vw, Arteon,2019,Automatic,1413,Other,150.0,50.4,2.0,24989
vw, Scirocco,2017,Manual,24784,Diesel,20.0,67.3,2.0,14995
hyundi, Santa Fe,2016,Semi-Auto,30822,Diesel,235.0,42.8,2.2,16995
merc, GL Class,2015,Automatic,53789,Diesel,125.0,56.5,2.1,16499
vw, Amarok,2015,Manual,50114,Diesel,260.0,35.3,2.0,15985
merc, GL Class,2015,Automatic,41270,Diesel,20.0,62.8,2.1,15299
hyundi, IX20,2017,Manual,12836,Petrol,145.0,50.4,1.4,9490
merc, SLK,2012,Automatic,51703,Diesel,145.0,56.5,2.1,10800
ford, Grand C-MAX,2015,Semi-Auto,31221,Diesel,165.0,48.7,2.0,10495
hyundi, Santa Fe,2019,Semi-Auto,10000,Diesel,145.0,39.2,2.2,32149
vw, Arteon,2019,Semi-Auto,3000,Diesel,150.0,50.4,2.0,29998
vw, Tiguan Allspace,2019,Automatic,15856,Diesel,150.0,38.7,2.0,28950
vw, Scirocco,2018,Semi-Auto,23548,Petrol,145.0,44.1,2.0,20353
ford, Tourneo Custom,2018,Manual,13306,Diesel,145.0,32.5,2.0,20000
bmw, X4,2016,Automatic,57000,Diesel,205.0,47.1,3.0,22490
ford, Edge,2017,Semi-Auto,19552,Diesel,200.0,47.9,2.0,22500
vw, Tiguan Allspace,2019,Automatic,8963,Diesel,145.0,39.2,2.0,32990
skoda, Yeti,2014,Manual,32078,Petrol,160.0,46.3,1.2,8199
audi, A8,2015,Automatic,46558,Diesel,200.0,47.9,3.0,18950
skoda, Yeti,2017,Manual,36078,Diesel,30.0,62.8,2.0,10500
vauxhall, Zafira Tourer,2013,Manual,121349,Petrol,235.0,39.2,1.8,3750
toyota, Verso,2017,Manual,44896,Petrol,200.0,41.5,1.6,12200
hyundi, IX20,2017,Manual,12417,Petrol,125.0,50.4,1.4,8940
toyota, GT86,2015,Manual,38126,Petrol,260.0,36.2,2.0,13991
skoda, Yeti,2015,Manual,48870,Diesel,200.0,48.7,2.0,9995
ford, KA,2014,Manual,57533,Petrol,30.0,57.7,1.2,4199
audi, RS5,2019,Automatic,9108,Petrol,145.0,29.7,2.9,55450
bmw, M4,2018,Semi-Auto,8797,Petrol,145.0,34.0,3.0,39792
ford, Edge,2017,Manual,18968,Diesel,160.0,48.7,2.0,18950
bmw, X6,2019,Automatic,5000,Petrol,145.0,26.4,3.0,58988
skoda, Kamiq,2020,Manual,2046,Petrol,145.0,47.1,1.5,18499
merc, GLS Class,2018,Semi-Auto,8963,Diesel,145.0,37.2,3.0,43999
merc, S Class,2016,Semi-Auto,44072,Diesel,200.0,47.9,3.0,25498
merc, CLS Class,2017,Semi-Auto,65700,Diesel,125.0,57.7,2.1,17495
ford, Grand C-MAX,2017,Manual,12054,Petrol,30.0,54.3,1.0,11240
bmw, X4,2016,Automatic,24881,Diesel,145.0,54.3,2.0,22750
vw, Beetle,2015,Manual,37944,Diesel,145.0,55.4,2.0,11000
ford, Galaxy,2019,Automatic,600,Diesel,145.0,43.5,2.0,23950
vw, Scirocco,2017,Manual,25018,Petrol,145.0,47.1,2.0,16291
vauxhall, Combo Life,2019,Manual,10098,Diesel,145.0,53.3,1.5,13798
ford, Tourneo Custom,2017,Manual,32315,Diesel,145.0,44.1,2.0,22000
toyota, Prius,2019,Automatic,4092,Other,140.0,61.4,1.8,24395
toyota, Hilux,2016,Automatic,55883,Diesel,260.0,32.8,3.0,15498
ford, Puma,2020,Manual,3073,Petrol,145.0,50.4,1.0,20891
bmw, 6 Series,2016,Automatic,19411,Petrol,260.0,37.2,3.0,21485
skoda, Kamiq,2020,Semi-Auto,4000,Petrol,145.0,44.1,1.5,20499
ford, Puma,2019,Manual,578,Petrol,145.0,50.4,1.0,22000
audi, A8,2019,Automatic,5000,Diesel,145.0,50.4,3.0,40990
vw, Amarok,2014,Manual,60000,Diesel,260.0,35.3,2.0,14990
merc, GLS Class,2017,Semi-Auto,44555,Diesel,300.0,37.2,3.0,37999
merc, CLA Class,2016,Automatic,31959,Petrol,200.0,42.8,2.0,17490
audi, RS3,2016,Automatic,50796,Petrol,300.0,34.9,2.5,29000
ford, Fusion,2005,Manual,31000,Petrol,200.0,41.5,1.4,2095
toyota, Prius,2017,Automatic,39402,Hybrid,0.0,94.1,1.8,18700
hyundi, Santa Fe,2014,Automatic,51344,Diesel,260.0,41.5,2.2,14799
skoda, Scala,2020,Automatic,1000,Petrol,150.0,47.1,1.0,17980
toyota, Avensis,2016,Manual,61300,Diesel,20.0,67.3,1.6,9995
hyundi, IX35,2013,Manual,50998,Diesel,145.0,48.7,1.7,7298
vw, Amarok,2019,Automatic,1250,Diesel,260.0,33.6,3.0,36999
vw, Tiguan Allspace,2019,Manual,94,Petrol,150.0,36.2,1.5,24998
ford, Grand Tourneo Connect,2019,Manual,15297,Diesel,145.0,61.4,1.5,16930
bmw, Z4,2019,Semi-Auto,8810,Petrol,145.0,37.2,2.0,33990
audi, Q8,2019,Semi-Auto,10000,Diesel,150.0,32.8,3.0,65990
vw, Scirocco,2016,Manual,57362,Diesel,20.0,55.4,2.0,12998
ford, Mustang,2018,Automatic,6250,Petrol,145.0,23.5,5.0,31498
vauxhall, GTC,2018,Manual,9802,Petrol,145.0,47.1,1.4,13995
bmw, 8 Series,2019,Semi-Auto,3369,Petrol,150.0,26.7,4.4,73890
merc, V Class,2018,Semi-Auto,12572,Diesel,150.0,44.8,2.2,43991
ford, Grand Tourneo Connect,2015,Automatic,14079,Diesel,125.0,56.6,1.5,13200
ford, Mustang,2020,Semi-Auto,3200,Petrol,145.0,24.8,5.0,40495
ford, Grand C-MAX,2016,Manual,48154,Diesel,30.0,64.2,1.5,9795
skoda, Scala,2020,Semi-Auto,1000,Petrol,145.0,45.6,1.5,19995
bmw, M4,2020,Semi-Auto,5,Petrol,145.0,34.0,3.0,59995
bmw, Z3,1999,Manual,58000,Petrol,270.0,35.3,1.9,3950
vw, Caravelle,2020,Semi-Auto,15,Diesel,145.0,32.8,2.0,45450
ford, Galaxy,2019,Semi-Auto,14872,Diesel,145.0,46.3,2.0,28000
ford, Galaxy,2017,Manual,18000,Petrol,145.0,43.5,1.5,19990
ford, KA,2015,Manual,30938,Petrol,30.0,57.7,1.2,4800
audi, A7,2019,Automatic,5201,Diesel,145.0,38.7,3.0,39985
hyundi, I800,2018,Manual,33387,Diesel,150.0,31.7,2.5,15800
bmw, X7,2019,Semi-Auto,6391,Diesel,145.0,33.6,3.0,72430
audi, A7,2017,Semi-Auto,21134,Diesel,145.0,52.3,3.0,25450
vw, CC,2015,Manual,61119,Diesel,30.0,60.1,2.0,9301
bmw, Z4,2019,Semi-Auto,156,Petrol,145.0,38.7,2.0,34890
vw, Amarok,2018,Automatic,20811,Diesel,260.0,36.2,3.0,22990
bmw, 7 Series,2019,Semi-Auto,5113,Diesel,145.0,44.1,3.0,47000
skoda, Yeti,2013,Semi-Auto,29627,Diesel,240.0,43.5,2.0,10995
ford, Fusion,2009,Manual,86022,Petrol,205.0,43.5,1.4,2491
bmw, M4,2019,Semi-Auto,5644,Petrol,145.0,34.0,3.0,44500
vw, Shuttle,2020,Manual,1578,Diesel,145.0,37.2,2.0,28999
ford, Galaxy,2016,Semi-Auto,17136,Diesel,145.0,52.3,2.0,19290
skoda, Kamiq,2019,Manual,3160,Petrol,145.0,47.9,1.0,15995
vw, Beetle,2007,Manual,40000,Petrol,265.0,36.2,1.6,3850
toyota, Hilux,2019,Manual,12679,Diesel,265.0,40.4,2.4,24250
vw, Scirocco,2016,Manual,32546,Petrol,150.0,47.1,2.0,13700
merc, V Class,2018,Manual,23275,Diesel,145.0,46.3,2.1,24998
merc, CLS Class,2014,Automatic,48500,Diesel,145.0,54.3,2.1,13995
ford, KA,2016,Manual,6205,Petrol,30.0,57.7,1.2,8100
vw, Shuttle,2019,Semi-Auto,12316,Diesel,145.0,32.8,2.0,36995
toyota, Hilux,2019,Manual,13000,Diesel,260.0,40.4,2.4,26394
bmw, X4,2019,Semi-Auto,12855,Diesel,145.0,40.4,3.0,36900
merc, CLS Class,2015,Semi-Auto,40912,Diesel,125.0,57.7,2.1,19298
toyota, Verso,2013,Manual,30000,Diesel,125.0,57.6,2.0,8995
bmw, 7 Series,2019,Semi-Auto,6249,Diesel,145.0,42.2,3.0,46500
audi, RS5,2017,Semi-Auto,18630,Petrol,145.0,32.5,2.9,41970
toyota, Prius,2019,Automatic,12998,Hybrid,135.0,217.3,1.8,26995
toyota, Prius,2017,Automatic,25000,Hybrid,0.0,85.6,1.8,19495
toyota, Verso,2017,Semi-Auto,16084,Petrol,160.0,43.5,1.8,15498
vw, Amarok,2019,Manual,800,Diesel,260.0,32.5,3.0,28995
toyota, GT86,2019,Manual,5123,Petrol,145.0,33.2,2.0,25780
vw, Scirocco,2016,Manual,50347,Diesel,20.0,55.4,2.0,12947
toyota, Prius,2010,Automatic,68296,Hybrid,0.0,70.6,1.8,8993
merc, GLS Class,2017,Automatic,11575,Diesel,150.0,37.2,3.0,38000
vauxhall, Combo Life,2018,Manual,13619,Diesel,145.0,53.3,1.5,14500
hyundi, Santa Fe,2019,Automatic,11,Diesel,145.0,39.8,2.2,32500
merc, V Class,2015,Automatic,57500,Diesel,235.0,44.8,2.1,27490
